like_id,user_id,post_id,post_author_id,created_at,period,same_cluster_as_author
l0012766,u0261,p001242,u0048,2026-03-23 07:34:52,after_policy,1
l0012767,u0022,p001242,u0048,2026-03-23 01:31:52,after_policy,1
l0012768,u0027,p001242,u0048,2026-03-23 06:24:52,after_policy,1
l0012769,u0182,p001242,u0048,2026-03-23 04:45:52,after_policy,1
l0012770,u0152,p001242,u0048,2026-03-23 10:43:52,after_policy,1
l0012771,u0019,p001242,u0048,2026-03-23 09:09:52,after_policy,1
l0012772,u0178,p001242,u0048,2026-03-23 08:19:52,after_policy,1
l0012773,u0235,p001242,u0048,2026-03-23 11:07:52,after_policy,1
l0012774,u0126,p001242,u0048,2026-03-23 05:14:52,after_policy,0
l0012775,u0128,p001242,u0048,2026-03-23 06:26:52,after_policy,0
l0012776,u0321,p001242,u0048,2026-03-23 04:35:52,after_policy,1
l0012777,u0114,p001242,u0048,2026-03-23 10:41:52,after_policy,1
l0012778,u0154,p001242,u0048,2026-03-23 10:44:52,after_policy,0
l0012779,u0095,p001242,u0048,2026-03-23 07:24:52,after_policy,1
l0012780,u0166,p001242,u0048,2026-03-23 08:21:52,after_policy,1
l0012781,u0140,p001242,u0048,2026-03-23 04:50:52,after_policy,1
l0012782,u0002,p001242,u0048,2026-03-23 07:52:52,after_policy,1
l0012783,u0314,p001242,u0048,2026-03-23 01:52:52,after_policy,1
l0012784,u0107,p001243,u0101,2026-02-08 01:26:46,before_policy,1
l0012785,u0023,p001243,u0101,2026-02-08 03:38:46,before_policy,0
l0012786,u0066,p001243,u0101,2026-02-08 03:17:46,before_policy,0
l0012787,u0212,p001243,u0101,2026-02-08 07:30:46,before_policy,1
l0012788,u0197,p001244,u0047,2026-01-31 18:56:33,before_policy,0
l0012789,u0290,p001244,u0047,2026-02-01 04:06:33,before_policy,0
l0012790,u0053,p001244,u0047,2026-01-31 21:05:33,before_policy,1
l0012791,u0120,p001244,u0047,2026-01-31 23:17:33,before_policy,1
l0012792,u0047,p001244,u0047,2026-02-01 00:05:33,before_policy,1
l0012793,u0277,p001244,u0047,2026-01-31 21:33:33,before_policy,1
l0012794,u0165,p001244,u0047,2026-02-01 01:18:33,before_policy,1
l0012795,u0089,p001244,u0047,2026-02-01 02:56:33,before_policy,1
l0012796,u0325,p001245,u0306,2026-04-13 07:29:58,after_policy,1
l0012797,u0134,p001245,u0306,2026-04-13 08:47:58,after_policy,1
l0012798,u0346,p001245,u0306,2026-04-13 13:08:58,after_policy,1
l0012799,u0203,p001245,u0306,2026-04-13 04:34:58,after_policy,1
l0012800,u0318,p001245,u0306,2026-04-13 04:19:58,after_policy,1
l0012801,u0204,p001245,u0306,2026-04-13 11:43:58,after_policy,1
l0012802,u0285,p001245,u0306,2026-04-13 10:39:58,after_policy,0
l0012803,u0351,p001245,u0306,2026-04-13 05:52:58,after_policy,1
l0012804,u0043,p001245,u0306,2026-04-13 14:23:58,after_policy,1
l0012805,u0248,p001245,u0306,2026-04-13 14:48:58,after_policy,1
l0012806,u0310,p001245,u0306,2026-04-13 03:23:58,after_policy,1
l0012807,u0326,p001245,u0306,2026-04-13 02:53:58,after_policy,1
l0012808,u0145,p001245,u0306,2026-04-13 12:19:58,after_policy,1
l0012809,u0305,p001245,u0306,2026-04-13 09:53:58,after_policy,1
l0012810,u0246,p001245,u0306,2026-04-13 08:50:58,after_policy,1
l0012811,u0193,p001245,u0306,2026-04-13 05:27:58,after_policy,1
l0012812,u0040,p001245,u0306,2026-04-13 11:23:58,after_policy,1
l0012813,u0035,p001245,u0306,2026-04-13 12:56:58,after_policy,1
l0012814,u0216,p001245,u0306,2026-04-13 12:36:58,after_policy,1
l0012815,u0257,p001245,u0306,2026-04-13 14:20:58,after_policy,1
l0012816,u0177,p001245,u0306,2026-04-13 09:57:58,after_policy,1
l0012817,u0343,p001245,u0306,2026-04-13 06:01:58,after_policy,1
l0012818,u0102,p001245,u0306,2026-04-13 13:10:58,after_policy,0
l0012819,u0296,p001245,u0306,2026-04-13 12:55:58,after_policy,1
l0012820,u0069,p001245,u0306,2026-04-13 07:50:58,after_policy,0
l0012821,u0041,p001245,u0306,2026-04-13 04:55:58,after_policy,1
l0012822,u0175,p001245,u0306,2026-04-13 04:56:58,after_policy,1
l0012823,u0010,p001245,u0306,2026-04-13 05:46:58,after_policy,0
l0012824,u0178,p001246,u0166,2026-03-18 06:21:35,after_policy,1
l0012825,u0022,p001246,u0166,2026-03-18 05:27:35,after_policy,1
l0012826,u0023,p001246,u0166,2026-03-18 06:17:35,after_policy,1
l0012827,u0314,p001246,u0166,2026-03-18 06:31:35,after_policy,1
l0012828,u0225,p001246,u0166,2026-03-18 15:53:35,after_policy,1
l0012829,u0205,p001246,u0166,2026-03-18 10:53:35,after_policy,1
l0012830,u0249,p001246,u0166,2026-03-18 08:12:35,after_policy,1
l0012831,u0237,p001246,u0166,2026-03-18 07:10:35,after_policy,1
l0012832,u0329,p001246,u0166,2026-03-18 11:38:35,after_policy,0
l0012833,u0061,p001247,u0191,2026-04-19 14:18:36,after_policy,1
l0012834,u0129,p001247,u0191,2026-04-19 11:45:36,after_policy,1
l0012835,u0311,p001247,u0191,2026-04-19 15:12:36,after_policy,0
l0012836,u0149,p001247,u0191,2026-04-19 14:27:36,after_policy,1
l0012837,u0135,p001247,u0191,2026-04-19 22:32:36,after_policy,1
l0012838,u0330,p001247,u0191,2026-04-19 16:49:36,after_policy,1
l0012839,u0331,p001247,u0191,2026-04-19 21:44:36,after_policy,0
l0012840,u0169,p001247,u0191,2026-04-19 12:53:36,after_policy,1
l0012841,u0342,p001247,u0191,2026-04-19 13:30:36,after_policy,1
l0012842,u0188,p001247,u0191,2026-04-19 15:19:36,after_policy,1
l0012843,u0314,p001248,u0056,2026-03-03 01:31:31,after_policy,1
l0012844,u0267,p001248,u0056,2026-03-02 23:58:31,after_policy,1
l0012845,u0281,p001248,u0056,2026-03-02 19:27:31,after_policy,1
l0012846,u0195,p001248,u0056,2026-03-03 02:55:31,after_policy,0
l0012847,u0322,p001248,u0056,2026-03-02 16:26:31,after_policy,1
l0012848,u0187,p001248,u0056,2026-03-03 02:22:31,after_policy,1
l0012849,u0205,p001248,u0056,2026-03-03 02:21:31,after_policy,1
l0012850,u0008,p001248,u0056,2026-03-02 23:08:31,after_policy,1
l0012851,u0016,p001248,u0056,2026-03-02 15:45:31,after_policy,1
l0012852,u0329,p001248,u0056,2026-03-03 01:54:31,after_policy,0
l0012853,u0167,p001248,u0056,2026-03-02 23:44:31,after_policy,0
l0012854,u0168,p001248,u0056,2026-03-03 02:57:31,after_policy,0
l0012855,u0122,p001248,u0056,2026-03-03 02:48:31,after_policy,1
l0012856,u0216,p001248,u0056,2026-03-02 15:37:31,after_policy,0
l0012857,u0341,p001248,u0056,2026-03-02 20:53:31,after_policy,1
l0012858,u0116,p001248,u0056,2026-03-02 21:21:31,after_policy,1
l0012859,u0023,p001248,u0056,2026-03-02 21:30:31,after_policy,1
l0012860,u0018,p001249,u0158,2026-03-04 03:01:00,after_policy,1
l0012861,u0351,p001250,u0227,2026-03-12 02:09:02,after_policy,1
l0012862,u0303,p001250,u0227,2026-03-12 07:05:02,after_policy,1
l0012863,u0288,p001250,u0227,2026-03-12 03:51:02,after_policy,0
l0012864,u0151,p001250,u0227,2026-03-12 06:36:02,after_policy,1
l0012865,u0154,p001250,u0227,2026-03-12 04:32:02,after_policy,1
l0012866,u0179,p001250,u0227,2026-03-12 02:58:02,after_policy,1
l0012867,u0229,p001250,u0227,2026-03-12 08:03:02,after_policy,1
l0012868,u0055,p001250,u0227,2026-03-12 05:17:02,after_policy,1
l0012869,u0203,p001250,u0227,2026-03-12 09:04:02,after_policy,1
l0012870,u0201,p001250,u0227,2026-03-12 08:36:02,after_policy,1
l0012871,u0035,p001250,u0227,2026-03-12 07:44:02,after_policy,1
l0012872,u0190,p001250,u0227,2026-03-12 10:29:02,after_policy,1
l0012873,u0313,p001250,u0227,2026-03-12 05:27:02,after_policy,1
l0012874,u0153,p001250,u0227,2026-03-12 08:12:02,after_policy,1
l0012875,u0142,p001250,u0227,2026-03-12 08:47:02,after_policy,1
l0012876,u0129,p001251,u0121,2026-01-16 20:57:36,before_policy,1
l0012877,u0028,p001251,u0121,2026-01-17 04:04:36,before_policy,1
l0012878,u0171,p001251,u0121,2026-01-16 22:02:36,before_policy,1
l0012879,u0323,p001251,u0121,2026-01-17 00:27:36,before_policy,1
l0012880,u0330,p001252,u0070,2026-03-15 23:58:45,after_policy,1
l0012881,u0114,p001252,u0070,2026-03-15 20:53:45,after_policy,1
l0012882,u0280,p001252,u0070,2026-03-16 07:35:45,after_policy,1
l0012883,u0264,p001252,u0070,2026-03-16 04:38:45,after_policy,1
l0012884,u0252,p001252,u0070,2026-03-15 22:00:45,after_policy,1
l0012885,u0293,p001252,u0070,2026-03-15 22:51:45,after_policy,1
l0012886,u0029,p001252,u0070,2026-03-16 07:21:45,after_policy,1
l0012887,u0206,p001252,u0070,2026-03-15 21:37:45,after_policy,1
l0012888,u0237,p001252,u0070,2026-03-15 23:55:45,after_policy,1
l0012889,u0081,p001252,u0070,2026-03-15 22:36:45,after_policy,1
l0012890,u0249,p001252,u0070,2026-03-16 08:29:45,after_policy,1
l0012891,u0235,p001252,u0070,2026-03-16 08:34:45,after_policy,1
l0012892,u0328,p001252,u0070,2026-03-16 08:30:45,after_policy,0
l0012893,u0049,p001252,u0070,2026-03-16 04:28:45,after_policy,0
l0012894,u0295,p001252,u0070,2026-03-16 07:30:45,after_policy,0
l0012895,u0321,p001252,u0070,2026-03-16 01:52:45,after_policy,1
l0012896,u0042,p001252,u0070,2026-03-15 20:54:45,after_policy,0
l0012897,u0019,p001252,u0070,2026-03-15 23:21:45,after_policy,1
l0012898,u0287,p001253,u0240,2026-02-26 07:52:01,before_policy,1
l0012899,u0032,p001253,u0240,2026-02-26 08:14:01,before_policy,0
l0012900,u0045,p001254,u0308,2026-04-18 10:03:43,after_policy,0
l0012901,u0090,p001254,u0308,2026-04-18 02:24:43,after_policy,1
l0012902,u0083,p001254,u0308,2026-04-18 08:16:43,after_policy,1
l0012903,u0234,p001254,u0308,2026-04-18 05:03:43,after_policy,1
l0012904,u0064,p001254,u0308,2026-04-18 04:15:43,after_policy,1
l0012905,u0277,p001254,u0308,2026-04-18 03:43:43,after_policy,1
l0012906,u0318,p001254,u0308,2026-04-18 10:14:43,after_policy,0
l0012907,u0145,p001255,u0201,2026-02-05 23:49:39,before_policy,1
l0012908,u0251,p001255,u0201,2026-02-05 17:39:39,before_policy,0
l0012909,u0077,p001255,u0201,2026-02-05 21:36:39,before_policy,1
l0012910,u0275,p001255,u0201,2026-02-05 22:55:39,before_policy,0
l0012911,u0118,p001256,u0216,2026-02-15 01:10:37,before_policy,1
l0012912,u0224,p001256,u0216,2026-02-15 02:25:37,before_policy,1
l0012913,u0123,p001256,u0216,2026-02-15 05:25:37,before_policy,1
l0012914,u0176,p001256,u0216,2026-02-15 06:12:37,before_policy,1
l0012915,u0168,p001257,u0141,2026-01-24 18:01:38,before_policy,0
l0012916,u0078,p001257,u0141,2026-01-25 03:33:38,before_policy,1
l0012917,u0286,p001258,u0343,2026-03-03 09:07:41,after_policy,1
l0012918,u0310,p001258,u0343,2026-03-03 16:28:41,after_policy,1
l0012919,u0348,p001258,u0343,2026-03-03 15:01:41,after_policy,1
l0012920,u0035,p001258,u0343,2026-03-03 12:20:41,after_policy,1
l0012921,u0229,p001258,u0343,2026-03-03 17:55:41,after_policy,1
l0012922,u0353,p001258,u0343,2026-03-03 20:18:41,after_policy,0
l0012923,u0184,p001258,u0343,2026-03-03 15:48:41,after_policy,0
l0012924,u0358,p001258,u0343,2026-03-03 16:54:41,after_policy,1
l0012925,u0174,p001258,u0343,2026-03-03 11:22:41,after_policy,1
l0012926,u0113,p001258,u0343,2026-03-03 18:47:41,after_policy,1
l0012927,u0338,p001259,u0228,2026-01-06 08:50:54,before_policy,1
l0012928,u0039,p001259,u0228,2026-01-06 07:05:54,before_policy,1
l0012929,u0268,p001259,u0228,2026-01-06 08:57:54,before_policy,1
l0012930,u0291,p001260,u0166,2026-04-29 17:50:32,after_policy,1
l0012931,u0218,p001260,u0166,2026-04-29 18:08:32,after_policy,1
l0012932,u0307,p001260,u0166,2026-04-29 21:32:32,after_policy,1
l0012933,u0322,p001260,u0166,2026-04-29 19:39:32,after_policy,1
l0012934,u0356,p001260,u0166,2026-04-30 00:13:32,after_policy,1
l0012935,u0141,p001260,u0166,2026-04-29 23:10:32,after_policy,1
l0012936,u0351,p001261,u0191,2026-02-17 11:01:41,before_policy,0
l0012937,u0002,p001261,u0191,2026-02-17 11:44:41,before_policy,1
l0012938,u0236,p001261,u0191,2026-02-17 05:03:41,before_policy,1
l0012939,u0058,p001261,u0191,2026-02-17 03:41:41,before_policy,1
l0012940,u0019,p001261,u0191,2026-02-17 13:25:41,before_policy,1
l0012941,u0031,p001262,u0047,2026-04-02 00:37:45,after_policy,1
l0012942,u0001,p001262,u0047,2026-04-02 02:09:45,after_policy,1
l0012943,u0340,p001262,u0047,2026-04-02 07:51:45,after_policy,1
l0012944,u0239,p001262,u0047,2026-04-01 23:57:45,after_policy,1
l0012945,u0324,p001262,u0047,2026-04-02 08:19:45,after_policy,1
l0012946,u0268,p001262,u0047,2026-04-02 09:49:45,after_policy,1
l0012947,u0354,p001262,u0047,2026-04-02 04:04:45,after_policy,1
l0012948,u0299,p001262,u0047,2026-04-02 02:49:45,after_policy,1
l0012949,u0143,p001262,u0047,2026-04-02 08:19:45,after_policy,1
l0012950,u0108,p001262,u0047,2026-04-02 09:56:45,after_policy,1
l0012951,u0138,p001262,u0047,2026-04-02 06:30:45,after_policy,1
l0012952,u0131,p001262,u0047,2026-04-02 01:14:45,after_policy,1
l0012953,u0160,p001262,u0047,2026-04-02 03:53:45,after_policy,1
l0012954,u0006,p001262,u0047,2026-04-02 06:04:45,after_policy,1
l0012955,u0272,p001262,u0047,2026-04-02 06:01:45,after_policy,1
l0012956,u0098,p001262,u0047,2026-04-02 04:19:45,after_policy,1
l0012957,u0050,p001262,u0047,2026-04-02 00:20:45,after_policy,1
l0012958,u0090,p001262,u0047,2026-04-02 10:20:45,after_policy,1
l0012959,u0101,p001262,u0047,2026-04-02 02:01:45,after_policy,1
l0012960,u0107,p001262,u0047,2026-04-02 11:08:45,after_policy,1
l0012961,u0311,p001262,u0047,2026-04-02 07:43:45,after_policy,0
l0012962,u0104,p001262,u0047,2026-04-02 11:18:45,after_policy,1
l0012963,u0256,p001262,u0047,2026-04-02 10:33:45,after_policy,0
l0012964,u0301,p001262,u0047,2026-04-02 02:20:45,after_policy,1
l0012965,u0302,p001262,u0047,2026-04-02 07:09:45,after_policy,1
l0012966,u0253,p001262,u0047,2026-04-02 07:39:45,after_policy,1
l0012967,u0157,p001262,u0047,2026-04-02 05:50:45,after_policy,1
l0012968,u0092,p001263,u0086,2026-03-07 02:50:14,after_policy,1
l0012969,u0285,p001263,u0086,2026-03-07 07:21:14,after_policy,1
l0012970,u0229,p001264,u0136,2026-02-21 14:50:34,before_policy,1
l0012971,u0303,p001264,u0136,2026-02-21 23:43:34,before_policy,1
l0012972,u0183,p001264,u0136,2026-02-21 22:41:34,before_policy,1
l0012973,u0055,p001264,u0136,2026-02-21 18:26:34,before_policy,1
l0012974,u0077,p001264,u0136,2026-02-22 00:08:34,before_policy,1
l0012975,u0176,p001264,u0136,2026-02-22 00:43:34,before_policy,1
l0012976,u0043,p001264,u0136,2026-02-21 19:38:34,before_policy,1
l0012977,u0326,p001264,u0136,2026-02-21 18:20:34,before_policy,1
l0012978,u0224,p001264,u0136,2026-02-21 22:26:34,before_policy,1
l0012979,u0103,p001264,u0136,2026-02-21 18:01:34,before_policy,0
l0012980,u0153,p001264,u0136,2026-02-21 15:10:34,before_policy,1
l0012981,u0019,p001265,u0283,2026-04-27 08:38:09,after_policy,1
l0012982,u0330,p001265,u0283,2026-04-27 11:12:09,after_policy,1
l0012983,u0166,p001265,u0283,2026-04-27 09:50:09,after_policy,1
l0012984,u0161,p001265,u0283,2026-04-27 16:23:09,after_policy,1
l0012985,u0264,p001265,u0283,2026-04-27 15:40:09,after_policy,1
l0012986,u0250,p001265,u0283,2026-04-27 17:27:09,after_policy,1
l0012987,u0204,p001265,u0283,2026-04-27 15:13:09,after_policy,0
l0012988,u0218,p001265,u0283,2026-04-27 14:10:09,after_policy,1
l0012989,u0198,p001265,u0283,2026-04-27 10:48:09,after_policy,1
l0012990,u0182,p001265,u0283,2026-04-27 19:10:09,after_policy,1
l0012991,u0152,p001265,u0283,2026-04-27 19:10:09,after_policy,1
l0012992,u0276,p001265,u0283,2026-04-27 14:28:09,after_policy,0
l0012993,u0113,p001266,u0130,2026-03-05 04:53:05,after_policy,1
l0012994,u0109,p001266,u0130,2026-03-05 01:03:05,after_policy,1
l0012995,u0076,p001266,u0130,2026-03-04 17:39:05,after_policy,1
l0012996,u0318,p001266,u0130,2026-03-05 01:21:05,after_policy,1
l0012997,u0348,p001266,u0130,2026-03-04 21:43:05,after_policy,1
l0012998,u0325,p001266,u0130,2026-03-05 00:50:05,after_policy,1
l0012999,u0177,p001266,u0130,2026-03-04 20:14:05,after_policy,1
l0013000,u0254,p001266,u0130,2026-03-04 18:20:05,after_policy,0
l0013001,u0165,p001266,u0130,2026-03-04 20:56:05,after_policy,0
l0013002,u0289,p001266,u0130,2026-03-04 23:52:05,after_policy,0
l0013003,u0227,p001266,u0130,2026-03-04 20:26:05,after_policy,1
l0013004,u0294,p001266,u0130,2026-03-04 20:49:05,after_policy,0
l0013005,u0137,p001266,u0130,2026-03-05 05:10:05,after_policy,1
l0013006,u0223,p001266,u0130,2026-03-04 18:07:05,after_policy,1
l0013007,u0151,p001266,u0130,2026-03-04 21:44:05,after_policy,1
l0013008,u0247,p001266,u0130,2026-03-04 17:38:05,after_policy,1
l0013009,u0109,p001267,u0227,2026-03-30 01:56:24,after_policy,1
l0013010,u0017,p001267,u0227,2026-03-30 01:24:24,after_policy,0
l0013011,u0153,p001267,u0227,2026-03-30 07:49:24,after_policy,1
l0013012,u0119,p001267,u0227,2026-03-30 02:20:24,after_policy,1
l0013013,u0305,p001267,u0227,2026-03-30 06:48:24,after_policy,1
l0013014,u0043,p001267,u0227,2026-03-30 02:26:24,after_policy,1
l0013015,u0238,p001267,u0227,2026-03-30 03:49:24,after_policy,1
l0013016,u0219,p001267,u0227,2026-03-30 00:02:24,after_policy,1
l0013017,u0280,p001267,u0227,2026-03-30 10:38:24,after_policy,0
l0013018,u0331,p001267,u0227,2026-03-30 11:38:24,after_policy,1
l0013019,u0117,p001267,u0227,2026-03-30 03:37:24,after_policy,1
l0013020,u0136,p001267,u0227,2026-03-30 01:57:24,after_policy,1
l0013021,u0310,p001267,u0227,2026-03-30 02:25:24,after_policy,1
l0013022,u0346,p001267,u0227,2026-03-30 02:31:24,after_policy,1
l0013023,u0080,p001267,u0227,2026-03-30 03:22:24,after_policy,1
l0013024,u0345,p001267,u0227,2026-03-30 01:02:24,after_policy,1
l0013025,u0177,p001267,u0227,2026-03-30 06:47:24,after_policy,1
l0013026,u0334,p001267,u0227,2026-03-30 00:43:24,after_policy,1
l0013027,u0271,p001267,u0227,2026-03-30 10:23:24,after_policy,0
l0013028,u0343,p001267,u0227,2026-03-30 00:18:24,after_policy,1
l0013029,u0247,p001267,u0227,2026-03-30 02:03:24,after_policy,1
l0013030,u0282,p001267,u0227,2026-03-30 00:37:24,after_policy,1
l0013031,u0113,p001267,u0227,2026-03-30 07:17:24,after_policy,1
l0013032,u0137,p001267,u0227,2026-03-30 11:23:24,after_policy,1
l0013033,u0187,p001268,u0132,2026-04-26 15:19:57,after_policy,0
l0013034,u0079,p001268,u0132,2026-04-26 19:43:57,after_policy,1
l0013035,u0087,p001268,u0132,2026-04-26 15:17:57,after_policy,1
l0013036,u0067,p001268,u0132,2026-04-26 11:52:57,after_policy,1
l0013037,u0209,p001268,u0132,2026-04-26 09:44:57,after_policy,1
l0013038,u0064,p001269,u0034,2026-04-01 10:54:46,after_policy,1
l0013039,u0301,p001269,u0034,2026-04-01 04:21:46,after_policy,1
l0013040,u0015,p001270,u0134,2026-04-15 05:08:54,after_policy,1
l0013041,u0257,p001270,u0134,2026-04-14 21:44:54,after_policy,1
l0013042,u0246,p001270,u0134,2026-04-14 21:51:54,after_policy,1
l0013043,u0216,p001270,u0134,2026-04-14 19:36:54,after_policy,1
l0013044,u0227,p001270,u0134,2026-04-14 20:08:54,after_policy,1
l0013045,u0224,p001270,u0134,2026-04-14 23:46:54,after_policy,1
l0013046,u0243,p001270,u0134,2026-04-15 00:27:54,after_policy,1
l0013047,u0055,p001270,u0134,2026-04-14 22:26:54,after_policy,1
l0013048,u0346,p001270,u0134,2026-04-15 02:35:54,after_policy,1
l0013049,u0300,p001270,u0134,2026-04-14 18:27:54,after_policy,1
l0013050,u0204,p001270,u0134,2026-04-14 20:24:54,after_policy,1
l0013051,u0183,p001270,u0134,2026-04-14 22:59:54,after_policy,1
l0013052,u0279,p001270,u0134,2026-04-14 21:38:54,after_policy,1
l0013053,u0201,p001270,u0134,2026-04-15 01:15:54,after_policy,1
l0013054,u0073,p001270,u0134,2026-04-14 22:12:54,after_policy,1
l0013055,u0080,p001270,u0134,2026-04-15 00:38:54,after_policy,1
l0013056,u0326,p001270,u0134,2026-04-15 02:01:54,after_policy,1
l0013057,u0040,p001270,u0134,2026-04-14 19:52:54,after_policy,1
l0013058,u0306,p001270,u0134,2026-04-15 03:57:54,after_policy,1
l0013059,u0057,p001270,u0134,2026-04-15 01:52:54,after_policy,1
l0013060,u0126,p001270,u0134,2026-04-14 20:42:54,after_policy,1
l0013061,u0208,p001270,u0134,2026-04-15 02:57:54,after_policy,1
l0013062,u0043,p001270,u0134,2026-04-15 01:23:54,after_policy,1
l0013063,u0035,p001270,u0134,2026-04-14 17:16:54,after_policy,1
l0013064,u0242,p001270,u0134,2026-04-14 18:08:54,after_policy,1
l0013065,u0134,p001270,u0134,2026-04-14 18:22:54,after_policy,1
l0013066,u0248,p001270,u0134,2026-04-15 03:59:54,after_policy,1
l0013067,u0043,p001271,u0011,2026-03-21 04:42:51,after_policy,1
l0013068,u0246,p001271,u0011,2026-03-21 00:08:51,after_policy,1
l0013069,u0355,p001271,u0011,2026-03-20 21:46:51,after_policy,0
l0013070,u0223,p001271,u0011,2026-03-21 00:27:51,after_policy,1
l0013071,u0142,p001271,u0011,2026-03-21 07:12:51,after_policy,1
l0013072,u0021,p001271,u0011,2026-03-21 01:45:51,after_policy,1
l0013073,u0105,p001272,u0355,2026-04-10 10:26:01,after_policy,1
l0013074,u0058,p001273,u0218,2026-01-24 05:38:46,before_policy,1
l0013075,u0134,p001273,u0218,2026-01-24 13:24:46,before_policy,0
l0013076,u0049,p001273,u0218,2026-01-24 13:18:46,before_policy,0
l0013077,u0355,p001274,u0237,2026-04-17 19:28:12,after_policy,1
l0013078,u0266,p001274,u0237,2026-04-17 21:37:12,after_policy,0
l0013079,u0122,p001274,u0237,2026-04-17 15:14:12,after_policy,1
l0013080,u0323,p001274,u0237,2026-04-17 15:25:12,after_policy,1
l0013081,u0320,p001274,u0237,2026-04-17 12:22:12,after_policy,1
l0013082,u0188,p001274,u0237,2026-04-17 18:53:12,after_policy,1
l0013083,u0249,p001274,u0237,2026-04-17 15:48:12,after_policy,1
l0013084,u0205,p001274,u0237,2026-04-17 18:54:12,after_policy,1
l0013085,u0114,p001274,u0237,2026-04-17 13:49:12,after_policy,1
l0013086,u0060,p001274,u0237,2026-04-17 11:13:12,after_policy,1
l0013087,u0081,p001274,u0237,2026-04-17 22:22:12,after_policy,1
l0013088,u0342,p001274,u0237,2026-04-17 15:27:12,after_policy,1
l0013089,u0135,p001274,u0237,2026-04-17 12:56:12,after_policy,1
l0013090,u0267,p001274,u0237,2026-04-17 15:17:12,after_policy,1
l0013091,u0059,p001274,u0237,2026-04-17 17:17:12,after_policy,1
l0013092,u0280,p001274,u0237,2026-04-17 12:59:12,after_policy,1
l0013093,u0181,p001275,u0044,2026-02-12 11:23:24,before_policy,0
l0013094,u0105,p001275,u0044,2026-02-12 05:23:24,before_policy,0
l0013095,u0155,p001275,u0044,2026-02-12 06:05:24,before_policy,0
l0013096,u0175,p001275,u0044,2026-02-12 11:30:24,before_policy,1
l0013097,u0168,p001275,u0044,2026-02-12 05:54:24,before_policy,1
l0013098,u0286,p001275,u0044,2026-02-12 07:46:24,before_policy,1
l0013099,u0100,p001275,u0044,2026-02-12 10:25:24,before_policy,1
l0013100,u0252,p001276,u0013,2026-01-06 22:42:00,before_policy,1
l0013101,u0059,p001276,u0013,2026-01-06 20:23:00,before_policy,1
l0013102,u0182,p001277,u0178,2026-04-19 21:24:58,after_policy,1
l0013103,u0022,p001277,u0178,2026-04-20 02:27:58,after_policy,1
l0013104,u0226,p001277,u0178,2026-04-20 07:49:58,after_policy,1
l0013105,u0258,p001277,u0178,2026-04-20 04:18:58,after_policy,1
l0013106,u0008,p001277,u0178,2026-04-20 07:32:58,after_policy,1
l0013107,u0210,p001277,u0178,2026-04-19 21:46:58,after_policy,1
l0013108,u0124,p001277,u0178,2026-04-20 07:42:58,after_policy,1
l0013109,u0322,p001277,u0178,2026-04-20 02:48:58,after_policy,1
l0013110,u0307,p001278,u0131,2026-01-12 17:28:45,before_policy,0
l0013111,u0085,p001278,u0131,2026-01-12 07:13:45,before_policy,1
l0013112,u0027,p001279,u0303,2026-01-19 07:31:35,before_policy,0
l0013113,u0044,p001279,u0303,2026-01-19 06:20:35,before_policy,1
l0013114,u0356,p001280,u0249,2026-01-06 23:48:31,before_policy,1
l0013115,u0133,p001280,u0249,2026-01-07 02:05:31,before_policy,1
l0013116,u0077,p001281,u0243,2026-04-18 14:13:52,after_policy,1
l0013117,u0118,p001281,u0243,2026-04-18 21:04:52,after_policy,1
l0013118,u0231,p001281,u0243,2026-04-18 19:13:52,after_policy,1
l0013119,u0279,p001281,u0243,2026-04-18 21:51:52,after_policy,1
l0013120,u0142,p001281,u0243,2026-04-18 22:15:52,after_policy,1
l0013121,u0134,p001281,u0243,2026-04-18 13:50:52,after_policy,1
l0013122,u0261,p001281,u0243,2026-04-18 15:08:52,after_policy,0
l0013123,u0192,p001281,u0243,2026-04-18 22:25:52,after_policy,1
l0013124,u0164,p001281,u0243,2026-04-19 00:13:52,after_policy,1
l0013125,u0286,p001281,u0243,2026-04-18 20:23:52,after_policy,1
l0013126,u0080,p001281,u0243,2026-04-18 15:06:52,after_policy,1
l0013127,u0168,p001281,u0243,2026-04-18 15:22:52,after_policy,1
l0013128,u0203,p001281,u0243,2026-04-18 18:54:52,after_policy,1
l0013129,u0176,p001281,u0243,2026-04-18 18:37:52,after_policy,1
l0013130,u0016,p001281,u0243,2026-04-19 00:46:52,after_policy,0
l0013131,u0043,p001281,u0243,2026-04-18 21:09:52,after_policy,1
l0013132,u0040,p001281,u0243,2026-04-18 22:52:52,after_policy,1
l0013133,u0313,p001281,u0243,2026-04-18 17:05:52,after_policy,1
l0013134,u0334,p001281,u0243,2026-04-18 14:50:52,after_policy,1
l0013135,u0154,p001281,u0243,2026-04-18 17:44:52,after_policy,1
l0013136,u0021,p001281,u0243,2026-04-18 15:29:52,after_policy,1
l0013137,u0071,p001281,u0243,2026-04-18 23:02:52,after_policy,1
l0013138,u0310,p001281,u0243,2026-04-19 00:34:52,after_policy,1
l0013139,u0300,p001281,u0243,2026-04-18 15:36:52,after_policy,1
l0013140,u0224,p001281,u0243,2026-04-18 13:47:52,after_policy,1
l0013141,u0220,p001281,u0243,2026-04-18 22:43:52,after_policy,1
l0013142,u0350,p001281,u0243,2026-04-18 18:11:52,after_policy,1
