comment_like_id,user_id,comment_id,comment_author_id,post_id,created_at,period,same_cluster_as_comment_author
cl0009061,u0138,c0002656,u0120,p000971,2026-04-19 10:12:11,after_policy,1
cl0009062,u0107,c0002656,u0120,p000971,2026-04-19 09:48:11,after_policy,1
cl0009063,u0357,c0002656,u0120,p000971,2026-04-19 07:40:11,after_policy,1
cl0009064,u0083,c0002656,u0120,p000971,2026-04-19 15:22:11,after_policy,1
cl0009065,u0012,c0002657,u0101,p000971,2026-04-19 03:32:11,after_policy,1
cl0009066,u0001,c0002657,u0101,p000971,2026-04-19 07:33:11,after_policy,1
cl0009067,u0253,c0002657,u0101,p000971,2026-04-19 09:33:11,after_policy,1
cl0009068,u0262,c0002657,u0101,p000971,2026-04-19 00:46:11,after_policy,1
cl0009069,u0003,c0002657,u0101,p000971,2026-04-19 08:47:11,after_policy,1
cl0009070,u0319,c0002657,u0101,p000971,2026-04-19 05:07:11,after_policy,0
cl0009071,u0126,c0002658,u0297,p000971,2026-04-19 09:48:11,after_policy,0
cl0009072,u0158,c0002658,u0297,p000971,2026-04-19 18:55:11,after_policy,1
cl0009073,u0108,c0002658,u0297,p000971,2026-04-19 10:42:11,after_policy,1
cl0009074,u0159,c0002659,u0207,p000971,2026-04-19 09:47:11,after_policy,1
cl0009075,u0148,c0002659,u0207,p000971,2026-04-19 05:30:11,after_policy,1
cl0009076,u0108,c0002659,u0207,p000971,2026-04-19 02:31:11,after_policy,1
cl0009077,u0315,c0002660,u0305,p000972,2026-02-10 07:44:51,before_policy,0
cl0009078,u0185,c0002660,u0305,p000972,2026-02-10 10:06:51,before_policy,1
cl0009079,u0130,c0002660,u0305,p000972,2026-02-10 14:09:51,before_policy,1
cl0009080,u0151,c0002660,u0305,p000972,2026-02-10 09:00:51,before_policy,1
cl0009081,u0109,c0002660,u0305,p000972,2026-02-10 15:20:51,before_policy,1
cl0009082,u0333,c0002661,u0071,p000972,2026-02-10 20:48:51,before_policy,1
cl0009083,u0073,c0002661,u0071,p000972,2026-02-11 02:36:51,before_policy,1
cl0009084,u0301,c0002661,u0071,p000972,2026-02-10 21:19:51,before_policy,0
cl0009085,u0070,c0002661,u0071,p000972,2026-02-11 04:48:51,before_policy,0
cl0009086,u0313,c0002662,u0126,p000972,2026-02-10 10:13:51,before_policy,1
cl0009087,u0193,c0002662,u0126,p000972,2026-02-10 05:12:51,before_policy,1
cl0009088,u0130,c0002662,u0126,p000972,2026-02-10 01:16:51,before_policy,1
cl0009089,u0109,c0002662,u0126,p000972,2026-02-10 07:53:51,before_policy,1
cl0009090,u0219,c0002662,u0126,p000972,2026-02-10 04:41:51,before_policy,1
cl0009091,u0339,c0002663,u0138,p000973,2026-02-24 09:36:58,before_policy,0
cl0009092,u0262,c0002663,u0138,p000973,2026-02-24 13:18:58,before_policy,1
cl0009093,u0107,c0002663,u0138,p000973,2026-02-24 14:27:58,before_policy,1
cl0009094,u0180,c0002663,u0138,p000973,2026-02-24 10:04:58,before_policy,0
cl0009095,u0108,c0002663,u0138,p000973,2026-02-24 13:44:58,before_policy,1
cl0009096,u0350,c0002666,u0079,p000974,2026-03-23 02:32:45,after_policy,0
cl0009097,u0184,c0002666,u0079,p000974,2026-03-23 03:34:45,after_policy,1
cl0009098,u0127,c0002666,u0079,p000974,2026-03-23 03:25:45,after_policy,1
cl0009099,u0045,c0002666,u0079,p000974,2026-03-22 20:43:45,after_policy,1
cl0009100,u0128,c0002666,u0079,p000974,2026-03-23 01:38:45,after_policy,1
cl0009101,u0102,c0002666,u0079,p000974,2026-03-23 07:07:45,after_policy,1
cl0009102,u0288,c0002666,u0079,p000974,2026-03-23 00:34:45,after_policy,1
cl0009103,u0019,c0002667,u0010,p000974,2026-03-23 06:23:45,after_policy,0
cl0009104,u0069,c0002668,u0068,p000974,2026-03-23 19:47:45,after_policy,1
cl0009105,u0317,c0002668,u0068,p000974,2026-03-23 19:59:45,after_policy,1
cl0009106,u0274,c0002668,u0068,p000974,2026-03-24 04:13:45,after_policy,1
cl0009107,u0036,c0002668,u0068,p000974,2026-03-23 23:02:45,after_policy,0
cl0009108,u0129,c0002668,u0068,p000974,2026-03-24 01:43:45,after_policy,0
cl0009109,u0349,c0002669,u0274,p000974,2026-03-23 14:25:45,after_policy,1
cl0009110,u0163,c0002669,u0274,p000974,2026-03-23 12:08:45,after_policy,1
cl0009111,u0238,c0002669,u0274,p000974,2026-03-23 05:48:45,after_policy,0
cl0009112,u0183,c0002670,u0177,p000975,2026-04-30 10:31:16,after_policy,1
cl0009113,u0310,c0002670,u0177,p000975,2026-04-30 16:26:16,after_policy,1
cl0009114,u0229,c0002670,u0177,p000975,2026-04-30 04:59:16,after_policy,1
cl0009115,u0091,c0002670,u0177,p000975,2026-04-30 13:28:16,after_policy,0
cl0009116,u0087,c0002670,u0177,p000975,2026-04-30 09:49:16,after_policy,0
cl0009117,u0190,c0002670,u0177,p000975,2026-04-30 13:05:16,after_policy,1
cl0009118,u0040,c0002671,u0313,p000975,2026-04-30 09:45:16,after_policy,1
cl0009119,u0145,c0002671,u0313,p000975,2026-04-30 07:41:16,after_policy,1
cl0009120,u0106,c0002671,u0313,p000975,2026-04-30 13:40:16,after_policy,1
cl0009121,u0041,c0002671,u0313,p000975,2026-04-30 04:29:16,after_policy,1
cl0009122,u0203,c0002672,u0051,p000975,2026-04-30 05:57:16,after_policy,1
cl0009123,u0075,c0002672,u0051,p000975,2026-04-30 07:56:16,after_policy,1
cl0009124,u0310,c0002672,u0051,p000975,2026-04-30 11:21:16,after_policy,1
cl0009125,u0057,c0002672,u0051,p000975,2026-04-30 10:30:16,after_policy,1
cl0009126,u0227,c0002673,u0345,p000975,2026-04-30 05:50:16,after_policy,1
cl0009127,u0296,c0002673,u0345,p000975,2026-04-30 03:45:16,after_policy,1
cl0009128,u0041,c0002673,u0345,p000975,2026-04-29 23:45:16,after_policy,1
cl0009129,u0334,c0002673,u0345,p000975,2026-04-30 05:56:16,after_policy,1
cl0009130,u0130,c0002673,u0345,p000975,2026-04-29 18:20:16,after_policy,1
cl0009131,u0218,c0002673,u0345,p000975,2026-04-29 18:55:16,after_policy,0
cl0009132,u0298,c0002676,u0074,p000978,2026-03-10 07:31:26,after_policy,1
cl0009133,u0213,c0002676,u0074,p000978,2026-03-10 13:16:26,after_policy,1
cl0009134,u0328,c0002677,u0092,p000978,2026-03-09 17:51:26,after_policy,1
cl0009135,u0294,c0002677,u0092,p000978,2026-03-09 22:15:26,after_policy,1
cl0009136,u0194,c0002677,u0092,p000978,2026-03-09 22:13:26,after_policy,1
cl0009137,u0086,c0002677,u0092,p000978,2026-03-10 01:37:26,after_policy,1
cl0009138,u0130,c0002678,u0016,p000979,2026-01-07 01:47:02,before_policy,0
cl0009139,u0086,c0002679,u0284,p000980,2026-01-23 13:14:44,before_policy,1
cl0009140,u0004,c0002679,u0284,p000980,2026-01-23 10:42:44,before_policy,1
cl0009141,u0331,c0002680,u0175,p000980,2026-01-23 20:09:44,before_policy,1
cl0009142,u0157,c0002680,u0175,p000980,2026-01-23 17:32:44,before_policy,0
cl0009143,u0282,c0002680,u0175,p000980,2026-01-23 14:47:44,before_policy,1
cl0009144,u0019,c0002680,u0175,p000980,2026-01-23 15:00:44,before_policy,0
cl0009145,u0040,c0002680,u0175,p000980,2026-01-23 20:44:44,before_policy,1
cl0009146,u0098,c0002681,u0136,p000980,2026-01-23 23:33:44,before_policy,0
cl0009147,u0185,c0002681,u0136,p000980,2026-01-23 23:15:44,before_policy,1
cl0009148,u0051,c0002682,u0286,p000980,2026-01-23 09:13:44,before_policy,1
cl0009149,u0247,c0002682,u0286,p000980,2026-01-23 14:50:44,before_policy,1
cl0009150,u0351,c0002682,u0286,p000980,2026-01-23 11:42:44,before_policy,1
cl0009151,u0150,c0002683,u0280,p000982,2026-04-14 08:25:34,after_policy,1
cl0009152,u0023,c0002683,u0280,p000982,2026-04-14 08:31:34,after_policy,1
cl0009153,u0290,c0002684,u0090,p000983,2026-02-19 15:17:18,before_policy,0
cl0009154,u0260,c0002684,u0090,p000983,2026-02-19 08:02:18,before_policy,0
cl0009155,u0157,c0002684,u0090,p000983,2026-02-19 08:50:18,before_policy,1
cl0009156,u0015,c0002684,u0090,p000983,2026-02-19 11:02:18,before_policy,0
cl0009157,u0128,c0002685,u0281,p000983,2026-02-19 15:54:18,before_policy,0
cl0009158,u0350,c0002685,u0281,p000983,2026-02-19 14:12:18,before_policy,0
cl0009159,u0205,c0002685,u0281,p000983,2026-02-19 13:54:18,before_policy,1
cl0009160,u0340,c0002685,u0281,p000983,2026-02-19 19:51:18,before_policy,0
cl0009161,u0110,c0002685,u0281,p000983,2026-02-20 01:24:18,before_policy,1
cl0009162,u0293,c0002686,u0032,p000983,2026-02-19 15:36:18,before_policy,1
cl0009163,u0027,c0002687,u0320,p000984,2026-04-22 08:07:55,after_policy,1
cl0009164,u0251,c0002687,u0320,p000984,2026-04-22 09:04:55,after_policy,1
cl0009165,u0230,c0002687,u0320,p000984,2026-04-22 06:00:55,after_policy,1
cl0009166,u0056,c0002687,u0320,p000984,2026-04-22 06:38:55,after_policy,1
cl0009167,u0059,c0002688,u0314,p000984,2026-04-21 18:22:55,after_policy,1
cl0009168,u0202,c0002688,u0314,p000984,2026-04-21 18:59:55,after_policy,1
cl0009169,u0322,c0002688,u0314,p000984,2026-04-21 20:00:55,after_policy,1
cl0009170,u0166,c0002688,u0314,p000984,2026-04-21 21:20:55,after_policy,1
cl0009171,u0320,c0002688,u0314,p000984,2026-04-21 13:01:55,after_policy,1
cl0009172,u0058,c0002688,u0314,p000984,2026-04-21 22:52:55,after_policy,1
cl0009173,u0237,c0002689,u0202,p000984,2026-04-21 05:52:55,after_policy,1
cl0009174,u0246,c0002689,u0202,p000984,2026-04-21 13:00:55,after_policy,0
cl0009175,u0176,c0002689,u0202,p000984,2026-04-21 14:27:55,after_policy,0
cl0009176,u0286,c0002689,u0202,p000984,2026-04-21 09:19:55,after_policy,0
cl0009177,u0090,c0002689,u0202,p000984,2026-04-21 13:18:55,after_policy,0
cl0009178,u0141,c0002690,u0016,p000984,2026-04-21 16:41:55,after_policy,1
cl0009179,u0339,c0002690,u0016,p000984,2026-04-21 05:57:55,after_policy,0
cl0009180,u0133,c0002690,u0016,p000984,2026-04-21 12:06:55,after_policy,1
cl0009181,u0182,c0002691,u0030,p000984,2026-04-22 13:01:55,after_policy,1
cl0009182,u0149,c0002691,u0030,p000984,2026-04-22 13:46:55,after_policy,1
cl0009183,u0344,c0002691,u0030,p000984,2026-04-22 08:33:55,after_policy,1
cl0009184,u0016,c0002691,u0030,p000984,2026-04-22 03:33:55,after_policy,1
cl0009185,u0237,c0002692,u0353,p000984,2026-04-22 02:49:55,after_policy,1
cl0009186,u0210,c0002692,u0353,p000984,2026-04-21 20:20:55,after_policy,1
cl0009187,u0019,c0002692,u0353,p000984,2026-04-22 06:49:55,after_policy,1
cl0009188,u0315,c0002692,u0353,p000984,2026-04-22 01:31:55,after_policy,1
cl0009189,u0359,c0002693,u0004,p000985,2026-03-11 03:03:02,after_policy,1
cl0009190,u0276,c0002693,u0004,p000985,2026-03-11 04:30:02,after_policy,1
cl0009191,u0323,c0002693,u0004,p000985,2026-03-11 12:47:02,after_policy,0
cl0009192,u0055,c0002694,u0192,p000985,2026-03-11 16:17:02,after_policy,1
cl0009193,u0350,c0002694,u0192,p000985,2026-03-11 15:14:02,after_policy,1
cl0009194,u0145,c0002694,u0192,p000985,2026-03-11 13:15:02,after_policy,1
cl0009195,u0192,c0002694,u0192,p000985,2026-03-11 15:40:02,after_policy,1
cl0009196,u0286,c0002695,u0348,p000985,2026-03-10 15:31:02,after_policy,1
cl0009197,u0134,c0002695,u0348,p000985,2026-03-10 13:22:02,after_policy,1
cl0009198,u0326,c0002695,u0348,p000985,2026-03-10 21:34:02,after_policy,1
cl0009199,u0063,c0002695,u0348,p000985,2026-03-10 13:59:02,after_policy,0
cl0009200,u0057,c0002697,u0325,p000986,2026-02-08 18:01:45,before_policy,1
cl0009201,u0164,c0002697,u0325,p000986,2026-02-08 17:33:45,before_policy,1
cl0009202,u0162,c0002697,u0325,p000986,2026-02-08 18:04:45,before_policy,0
cl0009203,u0272,c0002698,u0224,p000986,2026-02-09 15:26:45,before_policy,0
cl0009204,u0177,c0002698,u0224,p000986,2026-02-09 10:12:45,before_policy,1
cl0009205,u0304,c0002699,u0283,p000986,2026-02-08 14:24:45,before_policy,0
cl0009206,u0152,c0002699,u0283,p000986,2026-02-08 20:44:45,before_policy,1
cl0009207,u0222,c0002699,u0283,p000986,2026-02-08 16:36:45,before_policy,1
cl0009208,u0142,c0002699,u0283,p000986,2026-02-08 12:56:45,before_policy,0
cl0009209,u0257,c0002700,u0123,p000987,2026-04-08 01:36:04,after_policy,1
cl0009210,u0270,c0002700,u0123,p000987,2026-04-08 04:09:04,after_policy,1
cl0009211,u0121,c0002701,u0310,p000987,2026-04-08 02:44:04,after_policy,0
cl0009212,u0343,c0002701,u0310,p000987,2026-04-07 19:03:04,after_policy,1
cl0009213,u0277,c0002702,u0340,p000988,2026-01-28 23:49:27,before_policy,1
cl0009214,u0003,c0002702,u0340,p000988,2026-01-29 07:47:27,before_policy,1
cl0009215,u0220,c0002702,u0340,p000988,2026-01-29 08:04:27,before_policy,0
cl0009216,u0218,c0002703,u0337,p000989,2026-01-09 01:16:07,before_policy,0
cl0009217,u0063,c0002703,u0337,p000989,2026-01-09 00:51:07,before_policy,0
cl0009218,u0167,c0002703,u0337,p000989,2026-01-08 18:45:07,before_policy,1
cl0009219,u0034,c0002703,u0337,p000989,2026-01-08 20:54:07,before_policy,1
cl0009220,u0084,c0002704,u0189,p000989,2026-01-09 04:59:07,before_policy,1
cl0009221,u0245,c0002704,u0189,p000989,2026-01-09 08:21:07,before_policy,1
cl0009222,u0026,c0002704,u0189,p000989,2026-01-09 06:06:07,before_policy,1
cl0009223,u0230,c0002704,u0189,p000989,2026-01-09 07:20:07,before_policy,0
cl0009224,u0066,c0002704,u0189,p000989,2026-01-09 07:36:07,before_policy,1
cl0009225,u0166,c0002705,u0093,p000989,2026-01-09 03:02:07,before_policy,1
cl0009226,u0233,c0002706,u0207,p000989,2026-01-09 13:06:07,before_policy,1
cl0009227,u0278,c0002706,u0207,p000989,2026-01-09 14:55:07,before_policy,1
cl0009228,u0197,c0002706,u0207,p000989,2026-01-09 19:10:07,before_policy,0
cl0009229,u0113,c0002707,u0134,p000990,2026-02-24 05:04:58,before_policy,1
cl0009230,u0201,c0002707,u0134,p000990,2026-02-24 07:51:58,before_policy,1
cl0009231,u0073,c0002707,u0134,p000990,2026-02-24 09:25:58,before_policy,1
cl0009232,u0147,c0002708,u0324,p000990,2026-02-24 22:01:58,before_policy,1
cl0009233,u0079,c0002708,u0324,p000990,2026-02-24 21:48:58,before_policy,0
cl0009234,u0155,c0002708,u0324,p000990,2026-02-24 11:06:58,before_policy,1
cl0009235,u0086,c0002711,u0170,p000991,2026-03-03 05:17:16,after_policy,1
cl0009236,u0170,c0002711,u0170,p000991,2026-03-03 05:14:16,after_policy,1
cl0009237,u0201,c0002712,u0240,p000991,2026-03-03 10:02:16,after_policy,0
cl0009238,u0004,c0002712,u0240,p000991,2026-03-03 03:05:16,after_policy,1
cl0009239,u0197,c0002712,u0240,p000991,2026-03-03 02:30:16,after_policy,1
cl0009240,u0359,c0002712,u0240,p000991,2026-03-03 12:23:16,after_policy,1
cl0009241,u0103,c0002712,u0240,p000991,2026-03-03 11:53:16,after_policy,1
cl0009242,u0054,c0002712,u0240,p000991,2026-03-03 03:10:16,after_policy,1
cl0009243,u0170,c0002712,u0240,p000991,2026-03-03 12:04:16,after_policy,1
cl0009244,u0326,c0002712,u0240,p000991,2026-03-03 04:54:16,after_policy,0
cl0009245,u0084,c0002713,u0079,p000991,2026-03-03 05:49:16,after_policy,1
cl0009246,u0317,c0002713,u0079,p000991,2026-03-03 02:32:16,after_policy,1
cl0009247,u0102,c0002713,u0079,p000991,2026-03-03 00:23:16,after_policy,1
cl0009248,u0097,c0002713,u0079,p000991,2026-03-03 00:36:16,after_policy,1
cl0009249,u0068,c0002713,u0079,p000991,2026-03-03 02:05:16,after_policy,1
cl0009250,u0045,c0002713,u0079,p000991,2026-03-03 10:50:16,after_policy,1
cl0009251,u0266,c0002714,u0287,p000991,2026-03-03 13:54:16,after_policy,1
cl0009252,u0092,c0002714,u0287,p000991,2026-03-03 13:42:16,after_policy,1
cl0009253,u0049,c0002714,u0287,p000991,2026-03-03 07:04:16,after_policy,1
cl0009254,u0312,c0002714,u0287,p000991,2026-03-03 14:10:16,after_policy,1
cl0009255,u0298,c0002714,u0287,p000991,2026-03-03 16:21:16,after_policy,1
cl0009256,u0094,c0002715,u0272,p000992,2026-04-05 23:52:33,after_policy,0
cl0009257,u0044,c0002715,u0272,p000992,2026-04-05 21:00:33,after_policy,0
cl0009258,u0089,c0002715,u0272,p000992,2026-04-06 00:11:33,after_policy,1
cl0009259,u0045,c0002715,u0272,p000992,2026-04-06 06:51:33,after_policy,0
cl0009260,u0212,c0002715,u0272,p000992,2026-04-06 03:43:33,after_policy,1
cl0009261,u0069,c0002715,u0272,p000992,2026-04-06 06:47:33,after_policy,0
cl0009262,u0107,c0002715,u0272,p000992,2026-04-06 02:28:33,after_policy,1
cl0009263,u0289,c0002716,u0194,p000992,2026-04-06 10:59:33,after_policy,1
cl0009264,u0328,c0002716,u0194,p000992,2026-04-06 05:33:33,after_policy,1
cl0009265,u0160,c0002716,u0194,p000992,2026-04-06 04:24:33,after_policy,0
cl0009266,u0074,c0002716,u0194,p000992,2026-04-06 07:25:33,after_policy,1
cl0009267,u0214,c0002716,u0194,p000992,2026-04-06 09:59:33,after_policy,0
cl0009268,u0024,c0002717,u0149,p000992,2026-04-06 07:02:33,after_policy,1
cl0009269,u0096,c0002717,u0149,p000992,2026-04-06 03:04:33,after_policy,1
cl0009270,u0133,c0002717,u0149,p000992,2026-04-06 01:46:33,after_policy,1
cl0009271,u0125,c0002718,u0080,p000992,2026-04-06 08:21:33,after_policy,1
cl0009272,u0150,c0002719,u0121,p000993,2026-01-26 13:24:38,before_policy,1
cl0009273,u0028,c0002719,u0121,p000993,2026-01-26 07:05:38,before_policy,1
cl0009274,u0348,c0002719,u0121,p000993,2026-01-26 16:10:38,before_policy,0
cl0009275,u0267,c0002719,u0121,p000993,2026-01-26 07:07:38,before_policy,1
cl0009276,u0069,c0002719,u0121,p000993,2026-01-26 06:24:38,before_policy,0
cl0009277,u0175,c0002720,u0067,p000993,2026-01-27 04:38:38,before_policy,0
cl0009278,u0334,c0002722,u0099,p000993,2026-01-27 02:17:38,before_policy,0
cl0009279,u0332,c0002722,u0099,p000993,2026-01-26 20:50:38,before_policy,1
cl0009280,u0335,c0002722,u0099,p000993,2026-01-26 19:09:38,before_policy,1
cl0009281,u0132,c0002722,u0099,p000993,2026-01-27 03:04:38,before_policy,1
cl0009282,u0332,c0002723,u0292,p000994,2026-01-16 09:12:26,before_policy,1
cl0009283,u0271,c0002723,u0292,p000994,2026-01-16 14:28:26,before_policy,1
cl0009284,u0273,c0002724,u0260,p000994,2026-01-15 18:09:26,before_policy,0
cl0009285,u0214,c0002724,u0260,p000994,2026-01-15 20:40:26,before_policy,1
cl0009286,u0332,c0002724,u0260,p000994,2026-01-15 18:28:26,before_policy,1
cl0009287,u0271,c0002724,u0260,p000994,2026-01-15 18:42:26,before_policy,1
cl0009288,u0281,c0002725,u0210,p000995,2026-02-05 21:50:13,before_policy,1
cl0009289,u0213,c0002725,u0210,p000995,2026-02-05 21:15:13,before_policy,0
cl0009290,u0069,c0002725,u0210,p000995,2026-02-05 21:05:13,before_policy,0
cl0009291,u0093,c0002725,u0210,p000995,2026-02-05 22:35:13,before_policy,1
cl0009292,u0100,c0002726,u0034,p000996,2026-03-07 15:21:48,after_policy,0
cl0009293,u0308,c0002726,u0034,p000996,2026-03-07 17:15:48,after_policy,1
cl0009294,u0347,c0002726,u0034,p000996,2026-03-07 13:42:48,after_policy,1
cl0009295,u0012,c0002726,u0034,p000996,2026-03-07 15:37:48,after_policy,1
cl0009296,u0039,c0002727,u0299,p000996,2026-03-08 06:57:48,after_policy,1
cl0009297,u0064,c0002727,u0299,p000996,2026-03-08 07:38:48,after_policy,1
cl0009298,u0282,c0002728,u0142,p000996,2026-03-08 05:00:48,after_policy,1
cl0009299,u0196,c0002728,u0142,p000996,2026-03-08 14:39:48,after_policy,1
cl0009300,u0055,c0002728,u0142,p000996,2026-03-08 10:10:48,after_policy,1
cl0009301,u0310,c0002728,u0142,p000996,2026-03-08 15:43:48,after_policy,1
cl0009302,u0280,c0002729,u0205,p000997,2026-03-21 06:13:08,after_policy,1
cl0009303,u0030,c0002729,u0205,p000997,2026-03-21 12:21:08,after_policy,1
cl0009304,u0061,c0002729,u0205,p000997,2026-03-21 04:10:08,after_policy,1
cl0009305,u0306,c0002730,u0126,p000997,2026-03-20 23:33:08,after_policy,1
cl0009306,u0245,c0002730,u0126,p000997,2026-03-20 18:41:08,after_policy,0
cl0009307,u0136,c0002730,u0126,p000997,2026-03-20 16:41:08,after_policy,1
cl0009308,u0106,c0002730,u0126,p000997,2026-03-21 00:14:08,after_policy,1
cl0009309,u0242,c0002730,u0126,p000997,2026-03-20 19:57:08,after_policy,1
cl0009310,u0154,c0002731,u0305,p000997,2026-03-20 11:52:08,after_policy,1
cl0009311,u0208,c0002731,u0305,p000997,2026-03-20 15:59:08,after_policy,1
cl0009312,u0348,c0002731,u0305,p000997,2026-03-20 21:39:08,after_policy,1
cl0009313,u0118,c0002731,u0305,p000997,2026-03-20 17:55:08,after_policy,1
cl0009314,u0305,c0002732,u0168,p000997,2026-03-20 20:39:08,after_policy,1
cl0009315,u0164,c0002732,u0168,p000997,2026-03-20 19:51:08,after_policy,1
cl0009316,u0071,c0002732,u0168,p000997,2026-03-20 19:03:08,after_policy,1
cl0009317,u0193,c0002732,u0168,p000997,2026-03-20 12:08:08,after_policy,1
cl0009318,u0216,c0002732,u0168,p000997,2026-03-20 13:43:08,after_policy,1
cl0009319,u0334,c0002732,u0168,p000997,2026-03-20 15:35:08,after_policy,1
cl0009320,u0007,c0002733,u0103,p000998,2026-03-26 10:39:40,after_policy,1
cl0009321,u0265,c0002733,u0103,p000998,2026-03-26 09:13:40,after_policy,0
cl0009322,u0274,c0002733,u0103,p000998,2026-03-26 12:08:40,after_policy,0
cl0009323,u0037,c0002733,u0103,p000998,2026-03-26 02:30:40,after_policy,1
cl0009324,u0259,c0002733,u0103,p000998,2026-03-26 06:37:40,after_policy,1
cl0009325,u0145,c0002734,u0305,p000998,2026-03-25 22:18:40,after_policy,1
cl0009326,u0208,c0002734,u0305,p000998,2026-03-25 23:12:40,after_policy,1
cl0009327,u0044,c0002734,u0305,p000998,2026-03-26 03:33:40,after_policy,1
cl0009328,u0009,c0002734,u0305,p000998,2026-03-26 01:07:40,after_policy,1
cl0009329,u0247,c0002734,u0305,p000998,2026-03-25 20:04:40,after_policy,1
cl0009330,u0220,c0002734,u0305,p000998,2026-03-25 18:29:40,after_policy,1
cl0009331,u0168,c0002734,u0305,p000998,2026-03-25 20:34:40,after_policy,1
cl0009332,u0167,c0002735,u0239,p000998,2026-03-25 19:53:40,after_policy,1
cl0009333,u0350,c0002736,u0153,p001000,2026-02-21 09:54:43,before_policy,1
cl0009334,u0208,c0002736,u0153,p001000,2026-02-21 04:59:43,before_policy,1
cl0009335,u0286,c0002736,u0153,p001000,2026-02-21 10:06:43,before_policy,1
cl0009336,u0100,c0002736,u0153,p001000,2026-02-21 12:31:43,before_policy,1
cl0009337,u0291,c0002736,u0153,p001000,2026-02-21 15:54:43,before_policy,0
cl0009338,u0203,c0002737,u0281,p001001,2026-01-22 23:50:43,before_policy,0
cl0009339,u0355,c0002737,u0281,p001001,2026-01-22 23:16:43,before_policy,1
cl0009340,u0213,c0002737,u0281,p001001,2026-01-23 01:41:43,before_policy,0
cl0009341,u0112,c0002737,u0281,p001001,2026-01-23 01:13:43,before_policy,1
cl0009342,u0048,c0002737,u0281,p001001,2026-01-22 22:30:43,before_policy,1
cl0009343,u0025,c0002738,u0129,p001001,2026-01-22 20:34:43,before_policy,1
cl0009344,u0269,c0002738,u0129,p001001,2026-01-22 22:46:43,before_policy,1
cl0009345,u0103,c0002738,u0129,p001001,2026-01-22 12:58:43,before_policy,0
cl0009346,u0202,c0002738,u0129,p001001,2026-01-22 19:46:43,before_policy,1
cl0009347,u0233,c0002738,u0129,p001001,2026-01-22 15:18:43,before_policy,0
cl0009348,u0188,c0002739,u0356,p001001,2026-01-22 09:19:43,before_policy,1
cl0009349,u0019,c0002739,u0356,p001001,2026-01-22 08:08:43,before_policy,1
cl0009350,u0307,c0002739,u0356,p001001,2026-01-22 18:08:43,before_policy,1
cl0009351,u0152,c0002739,u0356,p001001,2026-01-22 14:51:43,before_policy,1
cl0009352,u0332,c0002739,u0356,p001001,2026-01-22 08:34:43,before_policy,0
cl0009353,u0230,c0002741,u0169,p001003,2026-04-08 00:08:19,after_policy,1
cl0009354,u0135,c0002741,u0169,p001003,2026-04-08 03:28:19,after_policy,1
cl0009355,u0235,c0002741,u0169,p001003,2026-04-07 21:48:19,after_policy,1
cl0009356,u0133,c0002741,u0169,p001003,2026-04-08 03:59:19,after_policy,1
cl0009357,u0182,c0002741,u0169,p001003,2026-04-07 22:27:19,after_policy,1
cl0009358,u0061,c0002742,u0140,p001003,2026-04-07 17:27:19,after_policy,1
cl0009359,u0199,c0002742,u0140,p001003,2026-04-07 10:58:19,after_policy,1
cl0009360,u0356,c0002742,u0140,p001003,2026-04-07 11:19:19,after_policy,1
cl0009361,u0235,c0002742,u0140,p001003,2026-04-07 08:07:19,after_policy,1
cl0009362,u0269,c0002742,u0140,p001003,2026-04-07 07:43:19,after_policy,1
cl0009363,u0344,c0002743,u0156,p001003,2026-04-08 05:32:19,after_policy,1
cl0009364,u0060,c0002743,u0156,p001003,2026-04-08 01:39:19,after_policy,1
cl0009365,u0055,c0002743,u0156,p001003,2026-04-08 00:44:19,after_policy,0
cl0009366,u0058,c0002743,u0156,p001003,2026-04-07 21:52:19,after_policy,1
cl0009367,u0008,c0002743,u0156,p001003,2026-04-07 20:38:19,after_policy,1
cl0009368,u0235,c0002743,u0156,p001003,2026-04-07 23:55:19,after_policy,1
cl0009369,u0036,c0002744,u0157,p001004,2026-04-21 17:40:07,after_policy,1
cl0009370,u0060,c0002745,u0022,p001004,2026-04-21 14:47:07,after_policy,1
cl0009371,u0016,c0002745,u0022,p001004,2026-04-21 19:59:07,after_policy,1
cl0009372,u0013,c0002745,u0022,p001004,2026-04-21 17:22:07,after_policy,1
cl0009373,u0166,c0002745,u0022,p001004,2026-04-21 11:19:07,after_policy,1
cl0009374,u0264,c0002745,u0022,p001004,2026-04-21 13:55:07,after_policy,1
cl0009375,u0225,c0002745,u0022,p001004,2026-04-21 13:06:07,after_policy,1
cl0009376,u0086,c0002745,u0022,p001004,2026-04-21 16:45:07,after_policy,0
cl0009377,u0035,c0002746,u0136,p001004,2026-04-21 14:36:07,after_policy,1
cl0009378,u0299,c0002747,u0306,p001004,2026-04-21 15:34:07,after_policy,0
cl0009379,u0229,c0002747,u0306,p001004,2026-04-21 11:16:07,after_policy,1
cl0009380,u0247,c0002748,u0042,p001004,2026-04-21 15:22:07,after_policy,1
cl0009381,u0220,c0002748,u0042,p001004,2026-04-21 17:31:07,after_policy,1
cl0009382,u0250,c0002748,u0042,p001004,2026-04-21 16:38:07,after_policy,0
cl0009383,u0042,c0002749,u0190,p001005,2026-04-09 11:25:59,after_policy,1
cl0009384,u0179,c0002749,u0190,p001005,2026-04-09 17:59:59,after_policy,1
